song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Blurry,28,303920,0.010200000000000001,0.44,0.93200000000000005,0,3,0.14199999999999999,-4.4880000000000004,0,0.058400000000000001,157.43799999999999,4,0.495
American Idiot,78,176346,2.6400000000000001e-05,0.38,0.98799999999999999,7.8599999999999986e-05,1,0.36799999999999999,-2.0419999999999998,1,0.063899999999999998,186.113,4,0.76900000000000002
Welcome to the Black Parade,77,311106,0.00028900000000000003,0.217,0.90500000000000003,0.00011,2,0.222,-4.1029999999999998,1,0.075200000000000003,96.950000000000003,4,0.23600000000000002
Gives You Hell,71,213106,0.015599999999999999,0.71400000000000008,0.72499999999999998,0,4,0.072599999999999998,-6.4110000000000005,1,0.0402,99.988,4,0.58999999999999997
All My Life,11,262733,0.000194,0.58200000000000007,0.59699999999999998,0.00027300000000000002,5,0.51700000000000002,-5.6710000000000003,1,0.051200000000000002,167.738,4,0.67400000000000004
Like a Stone,77,293960,0.0079699999999999997,0.61399999999999999,0.56799999999999995,0,7,0.099699999999999997,-5.4770000000000003,0,0.0276,107.84899999999999,4,0.51600000000000001
It's Been Awhile,65,264706,0.0018899999999999998,0.50900000000000001,0.77400000000000002,0.00054900000000000001,6,0.14300000000000002,-4.0539999999999994,1,0.033799999999999997,116.529,4,0.082400000000000001
I Hate Everything About You,75,231480,0.0046100000000000004,0.498,0.82999999999999996,0,6,0.13900000000000001,-5.157,0,0.042099999999999999,89.342000000000013,4,0.45299999999999996
Rollin' (Air Raid Vehicle),74,213760,0.0050600000000000003,0.59899999999999998,0.93200000000000005,0,9,0.26899999999999996,-3.3280000000000003,1,0.17999999999999999,96.233999999999995,4,0.69200000000000006
Fat Lip,74,178266,0.00061799999999999995,0.57399999999999995,0.91099999999999992,0,9,0.076899999999999996,-5.1760000000000002,1,0.071499999999999994,98.075000000000003,4,0.57299999999999995
The Pretender,11,269373,0.00091699999999999995,0.433,0.95900000000000007,0,9,0.027999999999999997,-4.04,1,0.043099999999999999,172.98400000000001,4,0.36499999999999999
Savior,73,242280,0.00164,0.54899999999999993,0.93000000000000005,6.6700000000000009e-05,5,0.39000000000000001,-3.468,0,0.0487,112.447,4,0.52600000000000002
Bodies,74,201960,0.0034700000000000004,0.65599999999999992,0.93200000000000005,0.00147,4,0.14400000000000002,-3.4049999999999998,0,0.070800000000000002,130.93600000000001,4,0.54400000000000004
"Sugar, We're Goin Down",79,229093,0.0089800000000000001,0.499,0.82400000000000007,0,7,0.16300000000000001,-4.7410000000000005,1,0.079399999999999998,161.977,4,0.69900000000000007
Last Nite,70,193373,0.0223,0.624,0.89900000000000002,0.000155,0,0.097500000000000003,-5.71,1,0.029499999999999998,104.05500000000001,4,0.79700000000000004
Through Glass,60,282946,0.041700000000000001,0.54500000000000004,0.753,0,3,0.38900000000000001,-4.6180000000000003,0,0.036000000000000004,105.75399999999999,4,0.434
The Diary of Jane - Single Version,69,200546,5.5299999999999996e-05,0.374,0.96099999999999997,0.083400000000000002,10,0.13800000000000001,-4.4210000000000003,0,0.085099999999999995,167.03200000000001,4,0.35700000000000004
Down With the Sickness,73,279213,0.00099600000000000014,0.69499999999999995,0.87599999999999989,6.8900000000000001e-06,3,0.106,-4.2619999999999996,0,0.055300000000000002,89.953999999999994,4,0.94099999999999995
Wish You Were Here,62,212733,0.00063099999999999994,0.24600000000000002,0.76800000000000002,0.30099999999999999,9,0.10199999999999999,-7.4800000000000004,1,0.038699999999999998,169.87299999999999,4,0.34999999999999998
Youth Of The Nation,72,256240,0.0083400000000000002,0.56299999999999994,0.85999999999999999,0.0106,8,0.39000000000000001,-7.5329999999999995,1,0.062100000000000002,97.867000000000004,4,0.51700000000000002
Vertigo,57,194520,0.00015300000000000001,0.39100000000000001,0.83099999999999996,0.0019199999999999998,2,0.14099999999999999,-3.8919999999999999,1,0.0613,139.946,4,0.68299999999999994
Miss Murder,71,206586,0.000213,0.309,0.875,0.0016800000000000001,1,0.113,-4.4900000000000002,1,0.048800000000000003,143.52600000000001,4,0.72499999999999998
I Bet You Look Good On The Dancefloor,63,173680,0.0022499999999999998,0.53500000000000003,0.94799999999999995,0,6,0.376,-4.1900000000000004,0,0.0356,103.18299999999999,4,0.77800000000000002
"Steady, As She Goes",64,215266,0.0132,0.52400000000000002,0.57799999999999996,0.0092099999999999994,9,0.10800000000000001,-4.5629999999999997,1,0.12,123.669,4,0.53700000000000003
Falling Away from Me,71,270920,0.00013999999999999999,0.46799999999999997,0.76900000000000002,0.00124,4,0.27100000000000002,-7.0360000000000005,1,0.040999999999999995,104.102,4,0.17000000000000001
Crawling In The Dark,61,175026,0.00029500000000000001,0.59200000000000008,0.93200000000000005,7.5900000000000002e-05,6,0.13800000000000001,-4.4910000000000005,0,0.088499999999999995,93.674999999999997,4,0.69799999999999995
I Stand Alone,67,246040,4.7799999999999996e-05,0.21299999999999999,0.93000000000000005,0,0,0.126,-4.4779999999999998,1,0.067100000000000007,169.22099999999998,4,0.38600000000000001
Woman,63,176306,5.1e-05,0.21899999999999997,0.95200000000000007,0.098900000000000002,2,0.157,-3.6210000000000004,1,0.17600000000000002,112.88600000000001,1,0.17199999999999999
Show Me How to Live,72,277840,0.00033599999999999998,0.433,0.85400000000000009,0.00017699999999999999,9,0.16200000000000001,-3.8680000000000003,1,0.048300000000000003,89.400000000000006,4,0.36799999999999999
The Red,71,238400,0.00067100000000000005,0.50900000000000001,0.84299999999999997,0.00080299999999999989,1,0.34799999999999998,-3.3180000000000001,0,0.048800000000000003,140.05500000000001,3,0.33200000000000002
Remedy,70,207213,0.00018000000000000001,0.54600000000000004,0.95900000000000007,0.0014400000000000001,8,0.058400000000000001,-4.6639999999999997,1,0.08199999999999999,127.831,4,0.41600000000000004
Plug In Baby,65,218000,6.9399999999999996e-06,0.40799999999999997,0.96499999999999997,0.00040199999999999996,2,0.11,-4.2320000000000002,1,0.050000000000000003,136.018,4,0.34899999999999998
Change (In the House of Flies) - In The House Of Flies LP Version,69,299533,0.00024900000000000004,0.26899999999999996,0.85299999999999998,0.00024600000000000002,7,0.11800000000000001,-4.6470000000000002,0,0.085400000000000004,141.58100000000002,4,0.17899999999999999
Judith,66,247266,3.3200000000000001e-05,0.36499999999999999,0.89400000000000002,0.17100000000000001,11,0.26700000000000002,-4.6819999999999995,0,0.057200000000000001,82.305000000000007,3,0.31
MIA (feat. Drake),94,210367,0.0143,0.81799999999999995,0.54000000000000004,0.00051199999999999998,6,0.099000000000000005,-6.3499999999999996,0,0.054399999999999997,97.063999999999993,4,0.17399999999999999
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",98,212500,0.153,0.84099999999999997,0.79799999999999993,3.3299999999999999e-06,1,0.061800000000000001,-4.2060000000000004,0,0.22899999999999998,95.947999999999993,4,0.59099999999999997
White Boi,59,185282,0.098299999999999998,0.82999999999999996,0.49700000000000005,0,1,0.0906,-6.9400000000000004,1,0.052000000000000005,127.965,4,0.63400000000000001
Just Wanna Love You (feat. J. Balvin),73,199230,0.0557,0.68700000000000006,0.7659999999999999,0.00107,11,0.14599999999999999,-6.0800000000000001,1,0.054000000000000006,94.972999999999999,4,0.30299999999999999
Beautiful (feat. Camila Cabello),94,180000,0.34600000000000003,0.63800000000000001,0.71700000000000008,0,2,0.105,-4.7219999999999995,1,0.033700000000000001,100.027,4,0.249
Celoso,87,179693,0.35200000000000004,0.746,0.70299999999999996,0,4,0.33100000000000002,-4.1789999999999994,0,0.107,166.04300000000001,4,0.66700000000000004
Good Vibes,73,235720,0.034799999999999998,0.82299999999999995,0.63,6.72e-06,7,0.0964,-3.9319999999999999,1,0.079699999999999993,100.04000000000001,4,0.184
Real Friends,85,223583,0.23499999999999999,0.70099999999999996,0.51200000000000001,5.0699999999999997e-06,0,0.13500000000000001,-6.8689999999999998,0,0.0969,91.947000000000003,4,0.66299999999999992
Pa La Calle,61,243487,0.11699999999999999,0.69499999999999995,0.88400000000000001,0,0,0.10400000000000001,-6.2789999999999999,1,0.13100000000000001,74.992000000000004,4,0.85400000000000009
Pa Mí,58,210865,0.71599999999999997,0.72199999999999998,0.58399999999999996,0.000321,11,0.115,-8.4670000000000005,0,0.318,169.97799999999998,4,0.64599999999999991
Wake Up in the Sky,92,204664,0.00381,0.80000000000000004,0.57799999999999996,0,4,0.35899999999999999,-5.1440000000000001,0,0.048500000000000001,143.00999999999999,4,0.36700000000000005
Está Rico,83,215151,0.26600000000000001,0.81700000000000006,0.73999999999999999,0,11,0.099199999999999997,-4.5659999999999998,0,0.28300000000000003,130.03999999999999,4,0.67400000000000004
Banana Clip - Spanish Version,57,202373,0.107,0.39799999999999996,0.66000000000000003,0,1,0.121,-5.6260000000000003,0,0.12,83.827999999999989,4,0.71900000000000008
YAKWTFGO (feat. Kali Uchis),44,162733,0.0039700000000000004,0.81200000000000006,0.748,0,5,0.17399999999999999,-5.9589999999999996,0,0.13900000000000001,132.035,4,0.158
Come With Me,47,157461,0.052600000000000001,0.65900000000000003,0.7340000000000001,2.48e-06,10,0.24199999999999999,-4.008,1,0.045999999999999999,161.971,4,0.34600000000000003
Como Si Na,54,170997,0.23199999999999998,0.70499999999999996,0.77800000000000002,0,9,0.24399999999999999,-4.101,0,0.17699999999999999,160.09899999999999,4,0.70900000000000007
Blah,47,188440,0.025499999999999998,0.72299999999999998,0.68700000000000006,0.00020699999999999999,11,0.124,-4.6319999999999997,0,0.20000000000000001,173.74700000000001,4,0.77700000000000002
Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam),64,253714,0.025700000000000001,0.92799999999999994,0.40200000000000002,0,8,0.080399999999999999,-7.569,0,0.45100000000000001,139.99799999999999,4,0.62
Mi Infinita,56,272000,0.90200000000000002,0.46500000000000002,0.67500000000000004,0.26700000000000002,10,0.11,-7.5549999999999997,1,0.048500000000000001,119.941,4,0.129
Coqueta,49,174000,0.57100000000000006,0.63200000000000001,0.65200000000000002,0.84999999999999998,4,0.19399999999999998,-10.558,1,0.030200000000000001,115.03100000000001,4,0.59399999999999997
Sola,65,209573,0.92099999999999993,0.47100000000000003,0.17899999999999999,0,9,0.10099999999999999,-10.273,1,0.08900000000000001,174.273,4,0.19399999999999998
Nuestro Planeta (feat. Reykon),52,202754,0.085699999999999998,0.871,0.54500000000000004,0.00049899999999999999,0,0.075600000000000001,-6.4660000000000002,0,0.0625,96.034999999999997,4,0.41499999999999998
Hijo de Su Madre,61,178009,0.064600000000000005,0.82900000000000007,0.60599999999999998,0.39100000000000001,5,0.28100000000000003,-7.093,1,0.14899999999999999,118.051,4,0.73199999999999998
Lento,65,169251,0.14899999999999999,0.83700000000000008,0.64900000000000002,7.6299999999999998e-05,11,0.10300000000000001,-5.2599999999999998,0,0.192,164.00200000000001,4,0.94799999999999995
Dicen,77,220826,0.13699999999999998,0.81700000000000006,0.63500000000000001,7.8499999999999994e-06,5,0.245,-5.7189999999999994,0,0.13800000000000001,103.029,4,0.77700000000000002
BEBE,95,217822,0.17199999999999999,0.63500000000000001,0.90200000000000002,0,0,0.125,-3.5589999999999997,1,0.109,102.06299999999999,4,0.28600000000000003
I Like It,95,253390,0.099000000000000005,0.81599999999999995,0.72599999999999998,0,5,0.37200000000000005,-3.9980000000000002,0,0.129,136.048,4,0.65000000000000002
Zooted (feat. French Montana & Farruko),74,217652,0.26700000000000002,0.81499999999999995,0.626,1.31e-05,6,0.27500000000000002,-5.1389999999999993,1,0.10300000000000001,109.98899999999999,4,0.57100000000000006
Havana - Remix,77,199095,0.39799999999999996,0.75099999999999989,0.57899999999999996,2.2800000000000002e-05,2,0.13300000000000001,-4.0360000000000005,1,0.032099999999999997,105.03100000000001,4,0.34899999999999998
Pum Pum,45,185743,0.074899999999999994,0.73599999999999999,0.90599999999999992,0.00012300000000000001,4,0.12,-1.49,0,0.056599999999999998,93.012999999999991,4,0.61099999999999999
Quiero Saber,52,166253,0.0024499999999999999,0.69499999999999995,0.81799999999999995,3.36e-06,6,0.30499999999999999,-5.532,0,0.0482,102.976,4,0.59899999999999998
Como,38,234373,0.0032299999999999998,0.54299999999999993,0.84699999999999998,0,9,0.055100000000000003,-3.5739999999999998,1,0.0659,92.046000000000006,4,0.65000000000000002
Anywhere Contigo,46,193846,0.27100000000000002,0.84099999999999997,0.84099999999999997,2.6000000000000002e-05,9,0.10800000000000001,-4.2880000000000003,1,0.063299999999999995,104.01000000000001,4,0.82299999999999995
No Gratis,44,208800,0.42499999999999999,0.77700000000000002,0.54600000000000004,0,7,0.0809,-9.5039999999999996,1,0.20699999999999999,147.173,4,0.95200000000000007
Díganle - Tainy Remix,75,211437,0.10199999999999999,0.83999999999999997,0.78900000000000003,0,1,0.309,-4.6950000000000003,0,0.094899999999999998,92.017999999999986,4,0.61899999999999999
Sangria Wine,75,202853,0.18100000000000002,0.83099999999999996,0.71299999999999997,0,1,0.057200000000000001,-3.6460000000000004,0,0.094,132.10900000000001,4,0.68999999999999995
All Day,45,198386,0.079699999999999993,0.82499999999999996,0.48100000000000004,0,2,0.23899999999999999,-8.5999999999999996,1,0.039600000000000003,121.04600000000001,4,0.7609999999999999
Just As I Am,53,224413,0.23499999999999999,0.68200000000000005,0.75099999999999989,0,8,0.11,-5.8120000000000003,0,0.067500000000000004,129.93700000000001,4,0.70799999999999996
Nice & Slow,38,218448,0.0069400000000000009,0.79900000000000004,0.61599999999999999,0.0023700000000000001,5,0.28300000000000003,-4.5990000000000002,0,0.041500000000000002,127.023,4,0.69700000000000006
Scooby Doo Pa Pa (Remix),60,176702,0.19600000000000001,0.92099999999999993,0.96499999999999997,0.00020099999999999998,1,0.32299999999999995,-1.3959999999999999,1,0.17800000000000002,120.902,4,0.50700000000000001
Don't Werk,39,133120,0.10800000000000001,0.70299999999999996,0.61699999999999999,5.6100000000000008e-05,7,0.27100000000000002,-8.7320000000000011,1,0.073099999999999998,123.15899999999999,4,0.435
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",88,201526,0.16500000000000001,0.79200000000000004,0.89500000000000002,0,1,0.050099999999999999,-3.1120000000000001,0,0.058900000000000001,94.967999999999989,4,0.79400000000000004
Pa Mi (with Ozuna),77,216689,0.098299999999999998,0.59599999999999997,0.55700000000000005,0,1,0.056500000000000002,-7.5220000000000002,0,0.13400000000000001,133.24700000000001,5,0.66099999999999992
Lo Siento,68,226183,0.070499999999999993,0.746,0.73799999999999999,0,9,0.042999999999999997,-3.6699999999999999,1,0.20699999999999999,94.807999999999993,4,0.63
Nuestra Cancion Pt. 2 (feat. Arcángel),46,215003,0.0079000000000000008,0.49299999999999999,0.82499999999999996,0,8,0.129,-4.056,1,0.079799999999999996,99.866,4,0.621
La Hora Loca,44,175239,0.042900000000000001,0.83599999999999997,0.72499999999999998,0,7,0.10800000000000001,-5.4450000000000003,0,0.057099999999999998,126.035,4,0.76000000000000001
Dinero - English Version,37,161093,0.0043600000000000002,0.70099999999999996,0.77900000000000003,0,11,0.121,-4.657,0,0.064699999999999994,119.97399999999999,4,0.45100000000000001
Pum Pum (feat. Kap G & Play-N-Skillz),53,182224,0.14899999999999999,0.871,0.56299999999999994,0,10,0.056800000000000003,-8.3290000000000006,0,0.079500000000000001,91.99799999999999,4,0.62
Hora Loca,65,215421,0.050700000000000002,0.65000000000000002,0.80099999999999993,0,7,0.064500000000000002,-5.407,0,0.072300000000000003,166.16,4,0.73999999999999999
Better With You,68,196018,0.26500000000000001,0.78400000000000003,0.43700000000000006,6.9799999999999989e-05,5,0.126,-7.8679999999999994,1,0.050900000000000001,90.002999999999986,4,0.46999999999999997
NIGHTS LIKE THESE,59,204453,0.13300000000000001,0.49399999999999999,0.72900000000000009,0,2,0.14300000000000002,-4.9340000000000002,1,0.161,78.832999999999998,4,0.42100000000000004
Alright,43,229038,0.019900000000000001,0.56100000000000005,0.57999999999999996,0,5,0.061899999999999997,-5.6120000000000001,1,0.041399999999999999,84.980000000000004,4,0.29399999999999998
Insecure,53,191906,0.36899999999999999,0.48299999999999998,0.68500000000000005,0,10,0.081699999999999995,-3.2319999999999998,0,0.17399999999999999,185.50200000000001,4,0.54600000000000004
Si Una Vez - (If I Once)[Spanglish Version],54,237860,0.076200000000000004,0.62,0.82299999999999995,3.1300000000000002e-05,5,0.11199999999999999,-2.4359999999999999,1,0.0567,175.92099999999999,4,0.40399999999999997
Finesse (Remix) [feat. Cardi B],84,217288,0.018499999999999999,0.70400000000000007,0.8590000000000001,0,5,0.021499999999999998,-4.8769999999999998,0,0.099599999999999994,105.11499999999999,4,0.92599999999999993
Belong To U,44,202574,0.58599999999999997,0.63300000000000001,0.76500000000000001,6.8900000000000008e-05,1,0.096600000000000005,-5.7320000000000002,1,0.047399999999999998,100.934,4,0.48899999999999999
Sunny Daze,40,167823,0.56899999999999995,0.85299999999999998,0.71400000000000008,0.0101,7,0.071599999999999997,-6.1770000000000005,1,0.076700000000000004,92.375,4,0.83599999999999997
"Uno Más Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez (Remix)",41,241135,0.065199999999999994,0.80000000000000004,0.83700000000000008,4.5200000000000001e-05,7,0.069900000000000004,-4.4880000000000004,1,0.099000000000000005,105.02600000000001,4,0.81299999999999994
Island,37,194011,0.11800000000000001,0.74299999999999999,0.79299999999999993,6.0699999999999998e-05,2,0.22699999999999998,-5.032,0,0.054600000000000003,109.92100000000001,4,0.434
Crazy In Love,79,236133,0.00249,0.64599999999999991,0.77000000000000002,0,2,0.071499999999999994,-6.5960000000000001,0,0.22600000000000001,99.165000000000006,4,0.68099999999999994
Rock Your Body,74,267266,0.20199999999999999,0.8909999999999999,0.71400000000000008,0.000234,4,0.0521,-6.0549999999999997,0,0.14000000000000001,100.97200000000001,4,0.81799999999999995
Beautiful Girls,10,241933,0.159,0.745,0.66599999999999993,0,9,0.30199999999999999,-5.899,1,0.056599999999999998,129.995,4,0.70799999999999996
Toxic,60,198813,0.027900000000000001,0.77400000000000002,0.84699999999999998,0.0183,5,0.24100000000000002,-3.9249999999999998,0,0.121,143.011,4,0.92299999999999993
Michael Jackson x Mark Ronson: Diamonds are Invincible,70,300026,0.34200000000000003,0.67200000000000004,0.83200000000000007,0.00042800000000000005,11,0.24199999999999999,-2.3879999999999999,0,0.34200000000000003,117.29799999999999,4,0.54899999999999993
Yeah!,79,250373,0.0183,0.89400000000000002,0.79099999999999993,0,2,0.038800000000000001,-4.6989999999999998,1,0.11199999999999999,105.01799999999999,4,0.58299999999999996
Live Your Life (feat. Rihanna),76,338853,0.070999999999999994,0.375,0.86199999999999999,0,11,0.21100000000000002,-3.363,0,0.255,159.84100000000001,4,0.47799999999999998
Hips Don't Lie,84,218093,0.28399999999999997,0.77800000000000002,0.82400000000000007,0,10,0.40500000000000003,-5.8920000000000003,0,0.071199999999999999,100.024,4,0.75599999999999989
"Hey, Soul Sister",77,216666,0.217,0.67500000000000004,0.88500000000000001,0,1,0.085999999999999993,-4.4319999999999995,0,0.0436,97.030000000000001,4,0.76800000000000002
Pumped Up Kicks,84,239600,0.14499999999999999,0.73299999999999998,0.70999999999999996,0.115,5,0.095600000000000004,-5.8490000000000002,0,0.0292,127.97499999999999,4,0.96499999999999997
Love Never Felt so Good,74,246026,0.13200000000000001,0.77500000000000002,0.71900000000000008,1.79e-06,7,0.066199999999999995,-6.2120000000000006,0,0.043499999999999997,117.51299999999999,4,0.71200000000000008
Hall of Fame,73,202533,0.065299999999999997,0.42100000000000004,0.873,0,10,0.12300000000000001,-4.343,1,0.056500000000000002,84.802999999999997,4,0.63
All of Me,85,269560,0.92200000000000004,0.42200000000000004,0.26400000000000001,0,8,0.13200000000000001,-7.0640000000000001,1,0.032199999999999999,119.93000000000001,4,0.33100000000000002
Drops of Jupiter,78,259933,0.154,0.46799999999999997,0.64000000000000001,0,0,0.154,-5.8620000000000001,1,0.0275,79.296999999999997,4,0.499
We Can't Stop,78,231240,0.0088199999999999997,0.61299999999999999,0.622,0,1,0.37,-5.7939999999999996,0,0.033399999999999999,80.003,4,0.48399999999999999
Fighter,69,245960,0.23499999999999999,0.435,0.92000000000000004,0.00035299999999999996,4,0.55200000000000005,-1.357,0,0.20100000000000001,188.899,4,0.45000000000000001
Since U Been Gone,75,188960,0.00165,0.66200000000000003,0.74099999999999999,0.030300000000000001,0,0.114,-5.4060000000000006,1,0.033399999999999999,131,4,0.40399999999999997
Hey Ya! - Radio Mix / Club Mix,76,235213,0.10300000000000001,0.72799999999999998,0.97400000000000009,0.00053200000000000003,4,0.17499999999999999,-2.2610000000000001,0,0.066500000000000004,79.52600000000001,4,0.96499999999999997
TiK ToK,71,199693,0.0746,0.755,0.83200000000000007,1.2699999999999999e-06,2,0.29100000000000004,-2.7410000000000001,0,0.11599999999999999,120.03200000000001,4,0.73499999999999999
Look At Me Now,71,223933,0.043900000000000002,0.76400000000000001,0.69400000000000006,3.67e-06,11,0.17999999999999999,-5.7450000000000001,0,0.18899999999999997,146.07499999999999,4,0.58099999999999996
SexyBack,77,242733,0.058400000000000001,0.96700000000000008,0.58299999999999996,0,7,0.051900000000000002,-5.5620000000000003,0,0.078899999999999998,117,4,0.96400000000000008
With You,69,252160,0.14300000000000002,0.65900000000000003,0.69599999999999995,0,3,0.13,-4.2910000000000004,1,0.070999999999999994,86.001000000000005,4,0.66500000000000004
Breakeven,76,261426,0.17300000000000001,0.63,0.69799999999999995,0,10,0.078899999999999998,-4.5099999999999998,1,0.024400000000000002,94.022999999999996,4,0.52900000000000003
I Know You Want Me (Calle Ocho),65,237120,0.014200000000000001,0.82400000000000007,0.74299999999999999,2.12e-05,2,0.23699999999999999,-5.9950000000000001,1,0.14099999999999999,127.04600000000001,4,0.80400000000000005
Bye Bye Bye,73,200400,0.031,0.60999999999999999,0.92599999999999993,0.0011999999999999999,8,0.082100000000000006,-4.843,0,0.047899999999999998,172.63800000000001,4,0.86099999999999999
Complicated,77,244506,0.057200000000000001,0.58499999999999996,0.77599999999999991,7.7400000000000004e-06,5,0.29999999999999999,-5.8979999999999997,1,0.045900000000000003,77.986999999999995,4,0.42700000000000005
Let Me Love You,80,256733,0.23499999999999999,0.65599999999999992,0.57799999999999996,0,7,0.11800000000000001,-8.9700000000000006,0,0.092200000000000004,94.513999999999996,4,0.55600000000000005
Beautiful,73,238560,0.57799999999999996,0.45700000000000002,0.57299999999999995,3.05e-06,5,0.114,-3.8660000000000001,0,0.0275,76.192999999999998,4,0.099199999999999997
Raise Your Glass,54,203306,0.00611,0.70099999999999996,0.69999999999999996,0,7,0.029499999999999998,-4.9340000000000002,1,0.087599999999999997,122.035,4,0.625
Timber,75,204160,0.029499999999999998,0.58099999999999996,0.96299999999999997,0,11,0.13900000000000001,-4.0869999999999997,1,0.098100000000000007,129.99200000000002,4,0.78799999999999992
What Makes You Beautiful,69,198053,0.0076099999999999996,0.72900000000000009,0.77099999999999991,0,4,0.086999999999999994,-2.4510000000000001,1,0.072499999999999995,125.01100000000001,4,0.873
